Id,MajorId,SkillBackendName
72672619-BA58-5169-BFFC-A2BB21C7D479,E0DDB537-F0A8-4F65-88E5-EDE72D109AEC,TEAMWORK
0DDEAF44-6742-545E-824A-6A8A57511CFD,E0DDB537-F0A8-4F65-88E5-EDE72D109AEC,VERBAL_COMMUNICATION
B9C61BE0-8337-5DC4-9819-7F2A3A53705E,E0DDB537-F0A8-4F65-88E5-EDE72D109AEC,PROBLEM_SOLVING
BCA1ADD0-A036-5657-8E7D-23C44DE842B7,E0DDB537-F0A8-4F65-88E5-EDE72D109AEC,TIME_MANAGEMENT
8C288F3F-CDFA-50B6-AEC7-1F639BCE6BEC,E0DDB537-F0A8-4F65-88E5-EDE72D109AEC,DIGITAL_LITERACY
0173D071-D807-5564-A799-5A9B823D6B75,E0DDB537-F0A8-4F65-88E5-EDE72D109AEC,CONTINUOUS_LEARNING
A602B6A1-3868-514D-86BE-A520463872BF,E0DDB537-F0A8-4F65-88E5-EDE72D109AEC,SCIENTIFIC_RESEARCH
D5D3F821-AC7D-57C0-B603-55BE583B95C4,E0DDB537-F0A8-4F65-88E5-EDE72D109AEC,EXPERIMENTAL_DESIGN
3883C1A7-7A04-5DDE-928D-1216A92564B2,E0DDB537-F0A8-4F65-88E5-EDE72D109AEC,DATA_ANALYSIS
F1FBA59D-BD14-53DD-A1C2-9F94522FAAF0,E0DDB537-F0A8-4F65-88E5-EDE72D109AEC,STATISTICAL_ANALYSIS
7D01C707-7965-52DA-B0DE-451204960F3A,E0DDB537-F0A8-4F65-88E5-EDE72D109AEC,LABORATORY_TECHNIQUES
97951F17-C2D6-5251-A860-681CBCA5D11C,E0DDB537-F0A8-4F65-88E5-EDE72D109AEC,RESEARCH_METHODS
6FEFCE15-ACF9-5743-B1D6-F7FB27F3EEEC,E0DDB537-F0A8-4F65-88E5-EDE72D109AEC,QUANTITATIVE_ANALYSIS
A962029D-D36E-561E-8A6F-834728FCC001,E0DDB537-F0A8-4F65-88E5-EDE72D109AEC,DATA_VISUALIZATION_TOOLS
A7500D7A-2E75-546B-83B7-0DD8DCF2E777,FA47FBE8-D331-427A-97DB-DC122FCD9BDA,TEAMWORK
3527366A-580E-5BB5-9235-14E867BFCA08,FA47FBE8-D331-427A-97DB-DC122FCD9BDA,VERBAL_COMMUNICATION
BD7684D8-02F7-53EB-A6BF-FE6A0E0F3770,FA47FBE8-D331-427A-97DB-DC122FCD9BDA,PROBLEM_SOLVING
4AC8203E-1A17-5A14-8864-4C010D8A6BC1,FA47FBE8-D331-427A-97DB-DC122FCD9BDA,TIME_MANAGEMENT
33542E63-EC5A-5315-B255-84A529A61661,FA47FBE8-D331-427A-97DB-DC122FCD9BDA,DIGITAL_LITERACY
8B3D5B6B-0EF3-563C-BF63-A5C07C4E8D5C,FA47FBE8-D331-427A-97DB-DC122FCD9BDA,CONTINUOUS_LEARNING
EA80F53E-ADB7-5A8C-9E13-D72FF4355C77,FA47FBE8-D331-427A-97DB-DC122FCD9BDA,SCIENTIFIC_RESEARCH
ED0BC95F-D1D7-53D7-8CAE-5A7B382F5A89,FA47FBE8-D331-427A-97DB-DC122FCD9BDA,EXPERIMENTAL_DESIGN
F29B160C-D0B2-594D-B36D-EC59708BB956,FA47FBE8-D331-427A-97DB-DC122FCD9BDA,DATA_ANALYSIS
38EDE071-46B8-5B3C-9037-C47A27948415,FA47FBE8-D331-427A-97DB-DC122FCD9BDA,STATISTICAL_ANALYSIS
4BEBAE3C-072C-5518-911F-FF6B78BBFF3E,FA47FBE8-D331-427A-97DB-DC122FCD9BDA,LABORATORY_TECHNIQUES
1CA8E615-A0E1-58D0-BBBD-01921FBAA683,FA47FBE8-D331-427A-97DB-DC122FCD9BDA,RESEARCH_METHODS
34D6CDB5-59F7-54C2-B22E-B43FB89142F9,F7F7A906-A232-4DD6-81DB-1477A28264BD,TEAMWORK
2C9BF267-6A90-5D2D-85B0-094EC2F978D0,F7F7A906-A232-4DD6-81DB-1477A28264BD,VERBAL_COMMUNICATION
AEB45B65-FF5C-5D54-8E5F-BF1BFF927A6C,F7F7A906-A232-4DD6-81DB-1477A28264BD,PROBLEM_SOLVING
638248A2-B3EC-5AC6-B749-7E37B762F6B5,F7F7A906-A232-4DD6-81DB-1477A28264BD,TIME_MANAGEMENT
398C738A-11BB-5F0E-92D1-432D4B21DCB7,F7F7A906-A232-4DD6-81DB-1477A28264BD,DIGITAL_LITERACY
CDEF7A87-5CD0-5152-B31F-5C2154A1FB54,F7F7A906-A232-4DD6-81DB-1477A28264BD,CONTINUOUS_LEARNING
1221600B-27DF-5A5A-BE08-5754135970EB,F7F7A906-A232-4DD6-81DB-1477A28264BD,BUSINESS_ANALYSIS
DC965AF8-299A-5591-BC11-01549BF91C79,F7F7A906-A232-4DD6-81DB-1477A28264BD,PROJECT_MANAGEMENT
CC9DE424-9460-5C9B-9F45-77575FA85CD1,F7F7A906-A232-4DD6-81DB-1477A28264BD,STRATEGIC_PLANNING
FB003CAE-D2A3-5AD9-8248-8420E93F4E59,F7F7A906-A232-4DD6-81DB-1477A28264BD,BUDGET_MANAGEMENT
BE8D83B6-D480-5968-AE8F-AF18EFC2943E,F7F7A906-A232-4DD6-81DB-1477A28264BD,PROCESS_IMPROVEMENT
07061142-2FAF-54A9-AB7B-C3AB81065A30,F7F7A906-A232-4DD6-81DB-1477A28264BD,SPREADSHEET_ANALYSIS
2BDDF095-66DD-5C7C-B584-6A29D2908366,F7F7A906-A232-4DD6-81DB-1477A28264BD,HUMAN_RESOURCES_MANAGEMENT
AE9F39DA-5A18-5845-9FE7-15468E06B3D4,F7F7A906-A232-4DD6-81DB-1477A28264BD,RECRUITMENT_SELECTION
EF0BC039-8BE8-5F42-8D29-0596963EAFE6,F7F7A906-A232-4DD6-81DB-1477A28264BD,PERFORMANCE_MANAGEMENT
F0165A8A-BDC3-5C70-976D-698F37549D6C,B2B987EF-278C-4E27-AC79-6AAD152BF4DF,TEAMWORK
787EE07B-413F-595B-BDE8-2355B2CCCB3A,B2B987EF-278C-4E27-AC79-6AAD152BF4DF,VERBAL_COMMUNICATION
031E9522-F75B-51FF-BDDD-37E79C954C4D,B2B987EF-278C-4E27-AC79-6AAD152BF4DF,PROBLEM_SOLVING
F38516AD-7CDB-5978-B710-AD27BD88A1D1,B2B987EF-278C-4E27-AC79-6AAD152BF4DF,TIME_MANAGEMENT
2AD4EC9F-6CA6-50BC-A011-A900D650BED4,B2B987EF-278C-4E27-AC79-6AAD152BF4DF,DIGITAL_LITERACY
2770262B-1742-515B-9D1E-D1F181C4B887,B2B987EF-278C-4E27-AC79-6AAD152BF4DF,CONTINUOUS_LEARNING
C761A264-5D3F-5622-ADAC-02A3C0E7D885,B2B987EF-278C-4E27-AC79-6AAD152BF4DF,CLINICAL_ASSESSMENT
9C7B5A49-3207-596C-8BC4-728D5833FF41,B2B987EF-278C-4E27-AC79-6AAD152BF4DF,PATIENT_CARE
8A49F4CC-7E03-520D-95F3-5CFE9F8D4C86,B2B987EF-278C-4E27-AC79-6AAD152BF4DF,CLINICAL_DOCUMENTATION
995C6628-4130-5253-8723-052E6CE58BAA,B2B987EF-278C-4E27-AC79-6AAD152BF4DF,INFECTION_CONTROL
FF6E9497-018F-56FD-A033-4B0F3F845392,B2B987EF-278C-4E27-AC79-6AAD152BF4DF,HEALTHCARE_QUALITY
F2EE6F21-0DB5-5F96-AD16-4870435B6C1D,B2B987EF-278C-4E27-AC79-6AAD152BF4DF,PROFESSIONAL_ETHICS
A91FB501-922C-5550-90B2-1A0C843E87E1,DDFBE911-31BD-4240-984F-282B08516D24,TEAMWORK
B75159DC-D5E7-5DBB-BC00-8A78AA20B4D7,DDFBE911-31BD-4240-984F-282B08516D24,VERBAL_COMMUNICATION
8E3AE73B-CF89-58F7-9173-8F2FFAE2FE0F,DDFBE911-31BD-4240-984F-282B08516D24,PROBLEM_SOLVING
C956C40E-B09C-566B-BAC7-1D3D4CE202CE,DDFBE911-31BD-4240-984F-282B08516D24,TIME_MANAGEMENT
05E362BF-A751-52D8-9357-8C22874E5AB3,DDFBE911-31BD-4240-984F-282B08516D24,DIGITAL_LITERACY
535D58CF-58C6-59CE-9F8F-E2835FB3EDAD,DDFBE911-31BD-4240-984F-282B08516D24,CONTINUOUS_LEARNING
E75D3CF7-774E-5F33-A377-17DB208CFC04,DDFBE911-31BD-4240-984F-282B08516D24,SOCIAL_RESEARCH
9F53FD9B-23DA-52E5-A040-881F1A8CB52A,DDFBE911-31BD-4240-984F-282B08516D24,RESEARCH_METHODS
9E83555C-2919-5CB8-B30D-247021603E3B,DDFBE911-31BD-4240-984F-282B08516D24,POLICY_ANALYSIS
27CF2E47-235E-55AD-9446-87D2B4BFB1F1,DDFBE911-31BD-4240-984F-282B08516D24,COMMUNITY_ENGAGEMENT
06D5556B-34B5-50A8-956B-C01811F14E8E,DDFBE911-31BD-4240-984F-282B08516D24,WRITTEN_COMMUNICATION
B4C99135-FEC1-5256-BE32-95183BF797D3,DDFBE911-31BD-4240-984F-282B08516D24,CRITICAL_THINKING
4E1D7343-244E-501C-9889-90B5477A1020,1C167EB2-E4A2-45A5-B2BF-085DB83518DA,TEAMWORK
DAD70BC6-1E1F-5793-A374-566CF2EED969,1C167EB2-E4A2-45A5-B2BF-085DB83518DA,VERBAL_COMMUNICATION
3AF1E0DE-5691-57A5-8ABB-C6FB64C6E8F3,1C167EB2-E4A2-45A5-B2BF-085DB83518DA,PROBLEM_SOLVING
3521906A-B8D1-55BC-BEA6-4D0B50078D81,1C167EB2-E4A2-45A5-B2BF-085DB83518DA,TIME_MANAGEMENT
B4CBBA84-F4D9-5D3F-A205-A9019094CF47,1C167EB2-E4A2-45A5-B2BF-085DB83518DA,DIGITAL_LITERACY
74EA5033-C2D9-59F5-9D5A-55B3CDD5E5C8,1C167EB2-E4A2-45A5-B2BF-085DB83518DA,CONTINUOUS_LEARNING
104052D3-D9D4-5555-B061-89C248BDE63E,1C167EB2-E4A2-45A5-B2BF-085DB83518DA,BUSINESS_ANALYSIS
9EC9E9DC-C9EC-5D62-9914-AF6FB4E2070D,1C167EB2-E4A2-45A5-B2BF-085DB83518DA,PROJECT_MANAGEMENT
D8009FFA-1C35-5A54-BDD2-8CD2BC60AC6C,1C167EB2-E4A2-45A5-B2BF-085DB83518DA,STRATEGIC_PLANNING
4A124C8C-444E-55EF-9C66-156C44B41A21,1C167EB2-E4A2-45A5-B2BF-085DB83518DA,BUDGET_MANAGEMENT
8154D3C5-EE0F-5D5A-83EE-7A2D2225FF49,1C167EB2-E4A2-45A5-B2BF-085DB83518DA,PROCESS_IMPROVEMENT
C4563467-AEE2-5E67-9D93-05DFC01ACB70,1C167EB2-E4A2-45A5-B2BF-085DB83518DA,SPREADSHEET_ANALYSIS
CB6605D9-8D58-5F30-A0A9-8743D56E6346,DCB8B273-9CB0-481D-87CF-777BEB7E434F,TEAMWORK
2E80ECB0-CB8D-5DC5-87F1-4F1D7F8F7954,DCB8B273-9CB0-481D-87CF-777BEB7E434F,VERBAL_COMMUNICATION
37124623-8494-5CF5-B666-67646E031883,DCB8B273-9CB0-481D-87CF-777BEB7E434F,PROBLEM_SOLVING
92250B7A-E471-573E-9BB5-F560AB342473,DCB8B273-9CB0-481D-87CF-777BEB7E434F,TIME_MANAGEMENT
84654CD1-5214-52B1-AD28-83B47528CA46,DCB8B273-9CB0-481D-87CF-777BEB7E434F,DIGITAL_LITERACY
B50BDE0F-3C1C-5FF6-8E54-5D624D65D592,DCB8B273-9CB0-481D-87CF-777BEB7E434F,CONTINUOUS_LEARNING
9102121B-9ED7-56AD-BE69-F7E24C7F4268,DCB8B273-9CB0-481D-87CF-777BEB7E434F,RESEARCH_METHODS
5F4A2D4A-1BC0-5928-894B-F16EF681CBC1,DCB8B273-9CB0-481D-87CF-777BEB7E434F,CRITICAL_THINKING
A2309786-9A85-516E-AA88-9223B664E6C1,DCB8B273-9CB0-481D-87CF-777BEB7E434F,WRITTEN_COMMUNICATION
69BC0F0C-F7DD-5C68-9753-9FBCFB996CBD,DCB8B273-9CB0-481D-87CF-777BEB7E434F,INFORMATION_LITERACY
435B29A4-80CA-52C0-AB4E-A208178D4DD9,DA4B5B54-4E28-4E3C-94BF-4971F5FC955F,TEAMWORK
01A4359D-86C2-570C-B087-671F33C6F685,DA4B5B54-4E28-4E3C-94BF-4971F5FC955F,VERBAL_COMMUNICATION
86B21B34-374D-5958-AF52-E8255F194B4B,DA4B5B54-4E28-4E3C-94BF-4971F5FC955F,PROBLEM_SOLVING
3E2253D0-723C-56DC-A8D9-AC0CC718BA7D,DA4B5B54-4E28-4E3C-94BF-4971F5FC955F,TIME_MANAGEMENT
34A6F256-90AA-5222-8E6B-C56BC515CA5C,DA4B5B54-4E28-4E3C-94BF-4971F5FC955F,DIGITAL_LITERACY
A07E105B-4908-5F87-B908-3F129E73413E,DA4B5B54-4E28-4E3C-94BF-4971F5FC955F,CONTINUOUS_LEARNING
4ED292D3-9BBB-57C4-AB5D-048D9C323ACA,DA4B5B54-4E28-4E3C-94BF-4971F5FC955F,SCIENTIFIC_RESEARCH
70F19B07-4C92-527D-AFF5-36DFD860BF3D,DA4B5B54-4E28-4E3C-94BF-4971F5FC955F,EXPERIMENTAL_DESIGN
66480BBA-6147-567A-BF0D-906EA5913314,DA4B5B54-4E28-4E3C-94BF-4971F5FC955F,DATA_ANALYSIS
0FADF830-0A74-5041-BE02-62AC46F19E8D,DA4B5B54-4E28-4E3C-94BF-4971F5FC955F,STATISTICAL_ANALYSIS
2777D6DC-D628-5FD2-9E1D-E05E0D46498A,DA4B5B54-4E28-4E3C-94BF-4971F5FC955F,LABORATORY_TECHNIQUES
CA2ADB9E-3C3C-524D-9028-71C0B4071C63,DA4B5B54-4E28-4E3C-94BF-4971F5FC955F,RESEARCH_METHODS
6B5C18A4-2B86-5839-84D5-359D87AB0A04,DA4B5B54-4E28-4E3C-94BF-4971F5FC955F,MATERIALS_ENGINEERING
B93FAF01-7919-5739-A9BA-1A22B3ADDA2B,DA4B5B54-4E28-4E3C-94BF-4971F5FC955F,METALLURGY
B823BC76-9DC8-5AED-8510-615EAB498935,D697718A-D4C8-4388-9FFD-CEEFEF2C9572,TEAMWORK
3FDD6D2E-2D17-573B-B1D5-830ADA553EEC,D697718A-D4C8-4388-9FFD-CEEFEF2C9572,VERBAL_COMMUNICATION
5F05B606-6798-5DE5-9D59-D50338B0F353,D697718A-D4C8-4388-9FFD-CEEFEF2C9572,PROBLEM_SOLVING
480920C9-838C-5797-AC81-24EA9503FDD9,D697718A-D4C8-4388-9FFD-CEEFEF2C9572,TIME_MANAGEMENT
3F57FC62-6025-5A5D-ACAE-7A0A22EAFFF9,D697718A-D4C8-4388-9FFD-CEEFEF2C9572,DIGITAL_LITERACY
024265DA-A8EB-50FB-8157-2D4FEE4E06FD,D697718A-D4C8-4388-9FFD-CEEFEF2C9572,CONTINUOUS_LEARNING
3EEFE922-77CE-5D4F-9912-8AC153DE15C6,D697718A-D4C8-4388-9FFD-CEEFEF2C9572,SCIENTIFIC_RESEARCH
D6C0B057-4BED-5363-BFA2-C047AB41F5A1,D697718A-D4C8-4388-9FFD-CEEFEF2C9572,EXPERIMENTAL_DESIGN
CB9266C1-3A8E-5D00-A8A4-7F5E3F553B9E,D697718A-D4C8-4388-9FFD-CEEFEF2C9572,DATA_ANALYSIS
E28B9E9D-5E15-5ED0-960F-9CBAE10E49C9,D697718A-D4C8-4388-9FFD-CEEFEF2C9572,STATISTICAL_ANALYSIS
11743250-6D2E-5041-B9EC-25F5620D4A31,D697718A-D4C8-4388-9FFD-CEEFEF2C9572,LABORATORY_TECHNIQUES
